label,x0,y0,x2,y1,x4,y2,x6,y3,x8,y4,x10,y5,x12,y6,x14,y7,x16,y8,x18,y9,x20,y10,x22,y11,x24,y12,x26,y13,x28,y14,x30,y15,x32,y16,x34,y17,x36,y18,x38,y19,x40,y20,x42,y21,x44,y22,x46,y23,x48,y24,x50,y25,x52,y26,x54,y27,x56,y28,x58,y29,x60,y30,x62,y31,x64,y32
UNKNOWN,0.1174998025683746,0.025626689305439702,0.1610942389068345,0.003461699585711986,0.18072315945804826,0.0019549733054255725,0.20138102463563323,0.0,0.14275034905144646,0.004159691535226058,0.14980345010806986,0.003240385065134353,0.15796446844122555,0.001842868988656056,0.38688471296508564,0.0003796820842448193,0.3232496248799117,0.0027420443494721417,0.2011303056394906,0.039976978182601756,0.17673082363873768,0.042113854999748256,0.688259680475124,0.09879882395166184,0.46906533951722407,0.1372397303997583,0.8356901174545658,0.2720503636942382,0.4975092946208891,0.3081385052664131,0.9302403145411651,0.4328079113812397,0.1565567617839845,0.4529700046897398,1.0,0.4806359796208482,0.06152659499834771,0.4847101671422588,0.9223905864601007,0.48781061333361253,0.0,0.48549881292424024,0.8758082237364184,0.4739649641238522,0.06736980438551228,0.4776928795415282,0.6586817394531259,0.4154430208104172,0.5552804717504096,0.42273916470707557,0.4913639956787393,0.6829922302004688,0.4879068337411031,0.6856619642863907,0.6852748209889369,0.9558783966937654,0.7327964215422055,0.9401102478284258,0.8330104144223994,0.9971472558297543,0.8921248933294179,0.9844599753327943,0.08901061070393766,1.0,0.18043563767348106,0.9856735449942847
UNKNOWN,0.0671083509021757,0.02575241513611773,0.11297895168309782,0.0035261980017622587,0.13553456911291362,0.001980354267701431,0.16053567141828323,0.0,0.09146358391320039,0.0042851603746906965,0.09796391950394626,0.003392923136578307,0.10613077750905116,0.002075410761837901,0.35043104222564436,0.0006094510839642929,0.27973489147599506,0.0032550944120379186,0.15480123392879597,0.0404642323394365,0.12813769182154738,0.04264389243299022,0.6689425870372154,0.09793785288553064,0.4350595163247343,0.13607963823290084,0.8118127942542945,0.27102559956293165,0.4182073085295573,0.3089302224685846,0.9129407384302844,0.4331967026568386,0.12367457985834968,0.4530756606495502,1.0,0.4808736523848061,0.03255720148345807,0.4862369070425584,0.9108463582280155,0.4877401913433815,0.0,0.4871720229096578,0.8550427612831161,0.4735052951489247,0.054385297369327824,0.4781154180761021,0.6181181442729928,0.41513703275674024,0.48942113454167774,0.4229102578810122,0.46038967719599644,0.6812655949733224,0.4550471705045946,0.68487250694022,0.6649947007690009,0.9552753130368673,0.7089317762793683,0.9402305533873297,0.8218854157650898,0.9959781335590345,0.8717210497866427,0.9853750465999195,0.03507862295114093,1.0,0.11113442736460832,0.9874432648175402
UNKNOWN,0.017449478115877194,0.026498332145556646,0.06833472726404702,0.003905229492443457,0.09268902496167428,0.0021537070472903196,0.12015093352099826,0.0,0.04446137986763257,0.00489468439073518,0.05133614005555683,0.00409316363977405,0.06012143995105623,0.00286397100665658,0.323758237600058,0.0010393028312733134,0.24657809165286,0.00402669264342717,0.11278461383404031,0.04145551797911846,0.08473124249620279,0.04364753034633748,0.6682795594353785,0.09614535393669214,0.41576473750192294,0.13220611391168868,0.7949958182078589,0.2667940024497549,0.3943818992939579,0.30665585331434764,0.903700311379956,0.4306418411347864,0.16642294981672612,0.4537734077496721,1.0,0.4802363893141847,0.0678652702604735,0.48978665807425764,0.906246518856965,0.48534188050721344,0.043793884504736126,0.49075317654624356,0.8453329254686172,0.4699717539716899,0.10046291466491733,0.47962061322778354,0.592381358224869,0.415758587544683,0.45065838913476686,0.42486449758789147,0.4422055107709881,0.679380901001495,0.43741192155559133,0.6838329059873935,0.6624117889406186,0.9529756069937096,0.7125243348475017,0.9394036197549506,0.8300521442072896,0.9919051208260753,0.886699955971829,0.9842496687185025,0.0,1.0,0.06519440470906927,0.9883503361196166
UNKNOWN,0.001957927101016019,0.02660421547060176,0.06292106699515776,0.004073597594305472,0.0916059508965904,0.0022465881068799596,0.1223419011422076,0.0,0.036617743526572225,0.005114993639311316,0.04517253293674043,0.004358286625698406,0.05564418806115142,0.0031991197153483494,0.34501079113274347,0.001410128234950094,0.2615209738559146,0.00454680496668943,0.11509807161706752,0.04217630619252591,0.08418285336578184,0.04439148165561072,0.7283478800807207,0.09392535540252446,0.46629611268846927,0.12931313227768726,0.8398986484794768,0.264641435396829,0.4503943395376087,0.3013532371547137,0.8582410704002483,0.43040313190217977,0.35015147645730366,0.44332250025444453,0.9447714332927727,0.4804546664788563,0.28995247895603926,0.4879043268145124,0.8324785554403834,0.48391672637688476,0.2833125522656371,0.48890061098972726,0.7891527834111998,0.4691508297950392,0.3107235316798614,0.4740233365146688,0.6518164656160961,0.41635069950584236,0.5060375261015218,0.42589300687858317,0.4835799520282823,0.6796906022375148,0.4943620712965884,0.684102899920124,0.7412822169142869,0.9500275173910081,0.8102142703341495,0.9393653991788791,0.9318931803045553,0.9888412264379685,1.0,0.9842644530869687,0.0,1.0,0.07520142613206744,0.989994255245508
UNKNOWN,0.0,0.02767540049093052,0.0628608605322874,0.004363831557466944,0.09207858614904872,0.0023235727451233587,0.12227613256769068,0.0,0.03936481666933652,0.005624627310547426,0.04905590285523909,0.004825769350155078,0.06056314635495851,0.0037049560310172583,0.3314880205359433,0.0014193888134619182,0.25904909226531225,0.004669507917231803,0.11616036040108772,0.04373976256571268,0.08635395608791066,0.046066218050238854,0.7075475684818084,0.09355731483677293,0.4786115044917462,0.12508558132602113,0.7675475881371906,0.2662905935280635,0.45613164388771665,0.29787443753726894,0.6501587663495926,0.43167174212505544,0.37114963347626073,0.44015110811230845,0.6846824623869693,0.4815720459742671,0.3510431602709691,0.4863278876972907,0.5539152047157193,0.48505371688124566,0.3355861677213417,0.4873789005689764,0.5301852618047769,0.4704129193527368,0.3449794748671542,0.4713163190097078,0.6522284780935852,0.4161075777298885,0.5207123503611185,0.42631696889787024,0.47930632225195646,0.6804473197603222,0.5065820961089222,0.6846916448122519,0.740555834552786,0.9485021498029097,0.8205443951203548,0.9388175019926936,0.9297438019209205,0.9875923504644645,1.0,0.9837315993260155,0.012989259316405464,1.0,0.08696229016651057,0.990068538825031
UNKNOWN,0.0,0.028015059331019727,0.06352241786254224,0.0044378172115483875,0.091709049427204,0.002268098736291795,0.1216628024724516,0.0,0.04221731038796004,0.005899324749623822,0.05203233205939882,0.0050474997883766535,0.06393620141009082,0.003967094108801672,0.3170037515742281,0.001351639001396767,0.25317384318552594,0.004422668767053504,0.11108854493395122,0.043906539259785646,0.08028824389692993,0.04628245429935387,0.6715517167746522,0.09385034720509824,0.49253149168019844,0.1194145743988453,0.707604031922072,0.2679618713652064,0.46378017843940966,0.28983575976081877,0.4473835308453807,0.43344927605774175,0.37657149961421327,0.43149538060244647,0.4289825005623091,0.482778492991697,0.3500599321812562,0.47673485603550947,0.3454656061406997,0.4856985460814941,0.3216721031118231,0.47877507223597116,0.3520738053186371,0.47141385912145495,0.34178615931995243,0.46333419505979184,0.6570664454759507,0.4137322638108379,0.5728140413081254,0.42465941229663134,0.48192496661734796,0.6810768360628778,0.5377231085773723,0.6849092232637201,0.7393970338552763,0.9477842427361357,0.84019223852154,0.9386834127219725,0.9216943107609347,0.9872710752152216,1.0,0.9837865098404909,0.036826735731822706,1.0,0.11512578165705126,0.9901061192966661
UNKNOWN,0.0,0.028205928597586135,0.0638949191182877,0.0041118317899145615,0.08951441930706008,0.002055968598587083,0.11777128771817733,0.0,0.04555495454941481,0.005719208173076528,0.05499448203758023,0.0049313099889843085,0.06669020271251416,0.003995947048705301,0.3018062251328667,0.0017046672837769815,0.24821573780965933,0.004698908063008159,0.10076815845264717,0.044172788386514845,0.07292332210379578,0.046967746200737626,0.6574143989777249,0.09339943324203026,0.48478567072285306,0.12122633841553031,0.6852891847936573,0.26929200030787354,0.46116098655359683,0.28855260506347385,0.2674941190137368,0.42270889363001374,0.33220856445851366,0.4240024936827848,0.22473626317776552,0.4754659438314649,0.3070246928818285,0.4694228191496236,0.1484667687973746,0.4740752847740499,0.29525727499782184,0.4684997888587183,0.1611099817035983,0.4619015473848954,0.27711969622164784,0.45258978574562025,0.6500059898934162,0.41169143171581746,0.5686723128975111,0.4222560218798487,0.4822209072691894,0.6816172880385971,0.563432063717945,0.6853245878476013,0.739382460139982,0.9462929774120886,0.8725259925071879,0.9365546115117418,0.907786498417216,0.9834497953549677,1.0,0.9797611315494617,0.0635228196787965,1.0,0.18993770510847152,0.9898346082095433
UNKNOWN,0.024891681284850517,0.028094360388680614,0.07479937725185351,0.004018802286668916,0.09299935400691402,0.0019584696791317756,0.11337043513986156,0.0,0.06123622534617391,0.00586137496409827,0.06838066561613955,0.0051183698222751085,0.07726509772334737,0.004236730794233724,0.25147510764299014,0.0020927205514674353,0.21486365221245873,0.0052629882082176034,0.09793214639987242,0.04443952526059441,0.0783827468490944,0.04761126797009352,0.5294710695104778,0.09171538730776112,0.38606871312230895,0.12442839071955812,0.5273614561062564,0.26635170778446443,0.3299950266641079,0.29116108355689163,0.11700921418590005,0.4050052754207957,0.0985308387368808,0.4239535923118565,0.0541438159000792,0.4608360219681713,0.04191792374038106,0.4615965170211605,0.0,0.45694921583035036,0.0011061618009962889,0.4563402297668595,0.009544615417881845,0.4448177077132405,0.0260951474837353,0.44520737450514614,0.5285797882548186,0.41027761967787796,0.492794744481354,0.4214918135626043,0.3986277376997781,0.6838205889127028,0.5200345700902498,0.687449218675095,0.5773387517467491,0.9477708265331646,0.8865390177121033,0.9243233037472872,0.6875204406808064,0.9850464209636183,1.0,0.969277179901437,0.08687052838990954,1.0,0.5708490889875748,0.9726141706631816
UNKNOWN,0.15195954391233366,0.02813232026818719,0.18584563105727978,0.004155180671463373,0.198559431119751,0.0020393924723182584,0.2126030165079933,0.0,0.1768882353700893,0.006020514942643392,0.18227290925937176,0.005324092256416466,0.18895771139162035,0.0044319648582188354,0.3111305423467267,0.002039244786571838,0.28702746580705774,0.005528299447788225,0.2026124063230814,0.0444927995708843,0.18975510424703776,0.04783368323251355,0.5119549135806958,0.08961881232852761,0.41137674396801244,0.12587868008353698,0.481442080434792,0.2645657862887245,0.33541586644363264,0.29353751014363727,0.1141343264948246,0.3853506583904418,0.10947051105372094,0.4186892809832934,0.04991956712139266,0.436561745859878,0.037607572696924225,0.44746745211854044,0.0,0.4310931114536436,0.010699510131959668,0.4413269741538762,0.01977505581032478,0.41869860628328165,0.03848628336003268,0.43279875523701566,0.5202488516251363,0.40961791608702647,0.5143504405272646,0.42000714419249324,0.4225718143868422,0.6851878306354207,0.5172534862618348,0.6848460436222765,0.5284696036426552,0.9504760744976696,0.9087317626878502,0.8986123004209107,0.5948684636626593,0.9889939518256269,1.0,0.9320576365145329,0.18584754441746076,1.0,0.7258217044882168,0.9663273122487457
UNKNOWN,0.25146360537465556,0.028177686302240126,0.27703068016696586,0.0039547982015789105,0.2866267166552885,0.001945169748649082,0.2971480698628469,0.0,0.27008506637443874,0.005781339426945006,0.27404240927368195,0.00515847101671722,0.27893582838889625,0.004366607137613101,0.3714861501068149,0.002667631188040893,0.3523453640646079,0.006201852717670664,0.2896070972509665,0.045125931096581785,0.2795469678034613,0.04836061296403771,0.5199937451458979,0.09005286627850596,0.4496363200440996,0.1269524427440436,0.4345350077262153,0.25437246990078516,0.37454507502866063,0.2953336419294681,0.10158166395258361,0.3418258398064929,0.2104559354674078,0.4223706563527106,0.019908117484379453,0.3719355125628979,0.15091001133512982,0.4464773244165811,0.0,0.3648831683344027,0.13181907762779638,0.44151698310446724,0.02555326677150003,0.3543258424473772,0.1473274575721662,0.43385001002479684,0.5408280759742411,0.4112532094667041,0.5423096586746918,0.4216171381138128,0.4530474391590808,0.6871378581752166,0.5254932825772007,0.6833462243699536,0.5243308982798972,0.9538476522432834,0.9230462860996806,0.8669663612607201,0.5721181270800573,0.9925912420247934,1.0,0.8906886010771005,0.27102472908932157,1.0,0.8011623484323144,0.9571602085073236
